;Q;kA;td_log;ttd_u;ttd_l;pr1;pr2;zeta1;zeta2
main condenser;-41093197.065059304;5148003.554006982;7.9823560014977355;4.000000000025921;13.999999999993747;0.9999999999999983;0.98;2.4880707302286423e-15;3.05604419660745
