;Q;kA;td_log;ttd_u;ttd_l;pr1;pr2;zeta1;zeta2
Evaporator;2387501.2253820985;nan;nan;-72.73373097864868;-13.186052670000663;0.98;1.0;177925.74947202578;0.0
