;Q;kA;td_log;ttd_u;ttd_l;pr1;pr2;zeta1;zeta2
Condenser;-1453133.907719593;594185.2740715427;2.4455905777709144;0.9006974524179441;5.178089045726949;0.98;1.0;13008.64966865007;0.0
