m_workingfluid,P_boiler,P_condenser,m_coolingfluid,Power_m_workingfluid,Power_P_boiler,Power_P_condenser,Power_m_coolingfluid
77.43615759454273,75.79092174404413,107.50272948962811,205.71453255033302,1848.7892114585206,1898.4463236972222,2566.628983884073,4911.4369854282495
77.43615759455156,82.95154755728538,94.39480383307239,205.71453255035368,3697.578422917463,2059.4778965759256,2131.611087840846,4911.436985428742
77.43615759455565,89.6114615777181,87.8526217062664,205.71453255038116,5546.367634376487,2204.457679892205,1885.2799192389025,4911.436985429399
77.43615759456742,95.87198183914143,93.0993212131579,205.71453255040737,7395.156845836439,2336.0212077335345,1904.4061955977259,4911.436985430025
77.43615759457573,101.81370704849432,98.48261427626205,205.7145325504177,9243.946057296544,2456.208158644596,1924.1318628984332,4911.43698543027
77.43615759458375,107.50272948962024,104.06988887899576,205.71453255045077,11092.735268756998,2566.628983883885,1944.4803353454254,4911.43698543106
